,암호화카드번호,버스노선ID1,버스노선ID2,버스노선ID3,버스노선ID4,버스노선ID5,총통행거리,총탑승시간,총소요시간,승차역ID1,승차역ID2,승차역ID3,승차역ID4,승차역ID5,하차역ID1,하차역ID2,하차역ID3,하차역ID4,하차역ID5,최초승차일시,최종하차일시,최초승차역ID,최종하차역ID,총이용금액,수집건수,총이용객수,사용자구분
3242,900471124081,80,7-1,13,,,13860,44,44,4116998.0,4108108.0,4160256.0,,,,,,,,20180701204103,20180701215148 ,4116998.0,4160232.0,950,3,1,4
3248,900115802406,92-1,909,52,,,25290,64,64,4108054.0,4122215.0,4195018.0,,,,,,,,20180701184058,20180701195207 ,4108054.0,4105255.0,2050,3,1,1
3252,100075000068,720-2,13,13-5,,,8330,30,30,4117068.0,4107935.0,4122215.0,,,,,,,,20180701110649,20180701120551 ,4117068.0,4116958.0,1250,3,1,1
3255,100075015851,13-4,720-1,83-1,,,3860,15,15,4160364.0,4116900.0,4116897.0,,,,,,,,20180701114632,20180701120345 ,4160364.0,4116919.0,1250,3,1,1
3256,900025813557,13-5,92-1,13-5,,,3870,16,16,4130121.0,4197463.0,4199654.0,,,,,,,,20180701205446,20180701215452 ,4130121.0,4170245.0,1250,3,1,1
3262,900492107499,300,3,17,,,27860,67,67,4100106.0,4103572.0,4123682.0,,,,,,,,20180701075952,20180701092545 ,4100106.0,4106894.0,2050,3,1,1
3263,900022205509,900,777,301,,,5420,15,15,4100127.0,4170096.0,4116842.0,,,,,,,,20180701141522,20180701145842 ,4100127.0,4170095.0,1250,3,1,1
3264,900022227378,7-1,5-2,25,,,5400,18,18,4108041.0,4108113.0,4117252.0,,,,,,,,20180701210921,20180701213920 ,4108041.0,4117253.0,1250,3,1,1
3265,900200720388,707,909,92-1,,,40310,89,89,4122215.0,4195018.0,4116760.0,,,,,,,,20180701200243,20180701220611 ,4122215.0,4108051.0,2350,3,1,1
3267,900166509620,62-1,707,511,,,24480,66,66,4100126.0,4105375.0,4195020.0,,,,,,,,20180701170514,20180701182302 ,4100126.0,4102103.0,2050,3,1,1
3268,900020875387,301,900,61,,,10950,37,37,4108138.0,4122215.0,4108130.0,,,,,,,,20180701140712,20180701150322 ,4108138.0,4108165.0,1350,3,1,1
3269,900394105616,2-2,8,20-1,,,16880,51,51,4107070.0,4100022.0,4113449.0,,,,,,,,20180701091355,20180701101336 ,4107070.0,4113449.0,1030,3,1,4
3271,900498749588,7,20-1,8,,,6310,19,19,4130507.0,4100038.0,4100042.0,,,,,,,,20180701211019,20180701220222 ,4130507.0,4113576.0,1250,3,1,1
3272,900026504487,400-2,35,33-1,,,28610,55,55,4102943.0,4117033.0,4130354.0,,,,,,,,20180701161559,20180701172549 ,4102943.0,4107812.0,1190,3,1,4
3274,900473650603,720-1A,3,900,,,33190,90,90,4116897.0,4116877.0,4108045.0,,,,,,,,20180701214024,20180701235214 ,4116897.0,4103639.0,1750,3,1,1
3281,900512542234,300,34-1,46,,,5740,11,11,4100084.0,4100049.0,4117411.0,,,,,,,,20180701160430,20180701165346 ,4100084.0,4117411.0,2050,3,1,1
3282,900512020815,301,909,101,,,37050,87,87,4100030.0,4122215.0,4195011.0,,,,,,,,20180701192419,20180701205438 ,4100030.0,4102253.0,1680,3,1,4
3283,100033961299,10,400,92-1,,,4700,21,21,4108069.0,4102820.0,4107930.0,,,,,,,,20180701134247,20180701143124 ,4108069.0,4117044.0,1250,3,1,1
3287,900485379858,62-1,909,511,,,17130,43,43,4100126.0,4105375.0,4105270.0,,,,,,,,20180701214823,20180701230927 ,4100126.0,4105260.0,2050,3,1,1
3289,900485392234,7-1,13-5,30-1,,,13040,33,33,4122214.0,4108108.0,4117183.0,,,,,,,,20180701213106,20180701222815 ,4122214.0,4117321.0,1350,3,1,1
3294,900522605261,92-1,34,301,,,14910,39,39,4170507.0,4108035.0,4170271.0,,,,,,,,20180701073649,20180701083703 ,4170507.0,4100021.0,1350,3,1,1
3295,900522605261,300,34,150,,,15220,42,42,4100016.0,4100048.0,4108035.0,,,,,,,,20180701180050,20180701190212 ,4100016.0,4130123.0,2050,3,1,1
3296,900522605871,73,20-1,4-1,,,12610,33,33,4170253.0,4100048.0,4108071.0,,,,,,,,20180701091006,20180701100416 ,4170253.0,4108130.0,1350,3,1,1
3299,900388311339,11-3,777,13-1,,,19030,46,46,4103539.0,4103545.0,4122214.0,,,,,,,,20180701223318,20180701233636 ,4103539.0,4122214.0,1450,3,1,1
3300,100074683866,202,900,13-4,,,14670,31,31,4198644.0,4108097.0,4170093.0,,,,,,,,20180701051918,20180701060008 ,4198644.0,4116966.0,1350,3,1,1
3301,900388938056,62-1,900,88,,,9560,29,29,4108031.0,4106798.0,4108106.0,,,,,,,,20180701081054,20180701084402 ,4108031.0,4195699.0,1250,3,1,1
3302,900341058173,720-1,8106,52,,,57410,89,89,4150177.0,4100650.0,4178904.0,,,,,,,,20180701115002,20180701135830 ,4150177.0,4101213.0,3200,3,1,1
3309,900196023843,66-4,11-1,13-4,,,11930,40,40,4108069.0,4108070.0,4170093.0,,,,,,,,20180701162548,20180701172108 ,4108069.0,4195697.0,1350,3,1,1
3310,900097130592,83-1,99,88-1,,,5900,20,20,4117022.0,4116895.0,4170113.0,,,,,,,,20180701110132,20180701113642 ,4117022.0,4160374.0,1250,3,1,1
3312,900502685800,64,7-1,13-4,,,14140,49,49,4170407.0,4108045.0,4170093.0,,,,,,,,20180701160036,20180701165921 ,4170407.0,4116962.0,1350,3,1,1
3313,900522564794,M5107,3,2-1,,,42090,50,50,4108418.0,4116877.0,4116943.0,,,,,,,,20180701152331,20180701162823 ,4108418.0,4116943.0,2700,3,1,1
3317,900156119528,62-1,909,61,,,32690,77,77,4114205.0,4105377.0,4195009.0,,,,,,,,20180701203052,20180701221025 ,4114205.0,4170072.0,2150,3,1,1
3319,100388742364,9-1,116-2,202,,,10340,39,39,4116860.0,4108216.0,4121766.0,,,,,,,,20180701054937,20180701063600 ,4116860.0,4170944.0,1350,3,1,1
3321,900352116421,900,909,98,,,27740,45,45,4108097.0,4122215.0,4160397.0,,,,,,,,20180701042818,20180701054458 ,4108097.0,4102135.0,2050,3,1,1
3322,900452716075,99-1,909,92-1,,,16590,33,33,4120072.0,4105306.0,4170093.0,,,,,,,,20180701205457,20180701215615 ,4120072.0,4105380.0,2050,3,1,1
3325,900477274491,3100,5001-1,116-1,,,60640,91,91,4106526.0,4151640.0,4150332.0,,,,,,,,20180701194958,20180701213110 ,4106526.0,4150260.0,3100,3,1,1
3326,900523406119,9,62-1,88-1,,,2450,8,8,4116853.0,4116930.0,4116895.0,,,,,,,,20180701061528,20180701065504 ,4116853.0,4116800.0,1250,3,1,1
3330,900117055332,5002,66,2-1,,,62110,106,106,4151631.0,4111692.0,4111874.0,,,,,,,,20180701142815,20180701163311 ,4151631.0,4116853.0,3100,3,1,1
3333,900515910511,92,98,301,,,6170,16,16,4108051.0,4116852.0,4108130.0,,,,,,,,20180701223820,20180701230825 ,4108051.0,4108136.0,1250,3,1,1
3335,900459571895,62-1,2007,3-1,,,42380,58,58,4108175.0,4100126.0,4160122.0,,,,,,,,20180701134418,20180701151803 ,4108175.0,4112151.0,2700,3,1,1
3337,900524332617,720-2,202,301,,,18670,45,45,4112034.0,4116900.0,4100049.0,,,,,,,,20180701201305,20180701210934 ,4112034.0,4100039.0,1030,3,1,4
3342,900505043667,708,20,82-1,,,7760,23,23,4197606.0,4100048.0,4117059.0,,,,,,,,20180701165902,20180701173547 ,4197606.0,4108108.0,1250,3,1,1
3343,900456252576,720-1,34-1,7,,,13960,40,40,4150171.0,4108035.0,4100049.0,,,,,,,,20180701182234,20180701191432 ,4150171.0,4176943.0,1350,3,1,1
3344,900113544527,38,400,900,,,15240,34,34,4117332.0,4102825.0,4102820.0,,,,,,,,20180701155514,20180701165858 ,4117332.0,4100138.0,1450,3,1,1
3346,900176042076,2-2,301,701,,,21550,41,41,4107069.0,4100022.0,4100048.0,,,,,,,,20180701053909,20180701063019 ,4107069.0,4197591.0,1550,3,1,1
3348,900487973489,8,2-1,3,,,9400,27,27,4135597.0,4108212.0,4116882.0,,,,,,,,20180701115035,20180701122455 ,4135597.0,4116922.0,1250,3,1,1
3356,900470501958,57,720-1,300,,,6380,12,12,4100436.0,4100444.0,4110256.0,,,,,,,,20180701180149,20180701183257 ,4100436.0,4179239.0,1250,3,1,1
3358,900470504469,301,82-1,88-1,,,21220,39,39,4100002.0,4179366.0,4108114.0,,,,,,,,20180701052442,20180701061443 ,4100002.0,4117022.0,1550,3,1,1
3359,900470504469,83-1,301,2-2,,,22530,50,50,4117023.0,4100077.0,4113736.0,,,,,,,,20180701184959,20180701200456 ,4117023.0,4107068.0,1550,3,1,1
3361,900512529882,1000,M5107,13-1,,,73730,116,116,4106837.0,4111614.0,4116943.0,,,,,,,,20180701130523,20180701152210 ,4106837.0,4108221.0,3300,3,1,1
3362,100468539778,15,13-5,116-2,,,7840,25,25,4122174.0,4108035.0,4130121.0,,,,,,,,20180701055542,20180701062849 ,4122174.0,4121766.0,1250,3,1,1
3364,900396451985,13-1,7-1,150,,,10950,28,28,4117050.0,4122214.0,4108106.0,,,,,,,,20180701080115,20180701083320 ,4117050.0,4108108.0,1350,3,1,1
3365,900523923464,62,707,310,,,34070,84,84,4170047.0,4116097.0,4122214.0,,,,,,,,20180701183344,20180701201627 ,4170047.0,4117396.0,2150,3,1,1
3366,900109566667,13-1,150,8,,,10970,24,24,4116967.0,4122214.0,4108045.0,,,,,,,,20180701063624,20180701071701 ,4116967.0,4170263.0,1350,3,1,1
3367,900109589122,66,35,7-1,,,7220,23,23,4108059.0,4170100.0,4122214.0,,,,,,,,20180701201004,20180701205306 ,4108059.0,4108098.0,1250,3,1,1
3369,900019887788,400,32-1,92,,,27190,57,57,4102882.0,4117032.0,4107930.0,,,,,,,,20180701121530,20180701132321 ,4102882.0,4108051.0,1650,3,1,1
3371,900487438835,250,700-2,720-1,,,18640,54,54,4135057.0,4135037.0,4116910.0,,,,,,,,20180701143514,20180701154917 ,4135057.0,4116897.0,1450,3,1,1
3372,100041323584,2-1,310,300,,,11140,25,25,4170093.0,4100116.0,4100126.0,,,,,,,,20180701125845,20180701140212 ,4170093.0,4100159.0,2050,3,1,1
3374,900384053250,34-1,92-1,98,,,9630,35,35,4108022.0,4108034.0,4116853.0,,,,,,,,20180701205826,20180701215537 ,4108022.0,4116757.0,1250,3,1,1
3378,900509798566,46,25-2,301,,,12070,30,30,4116678.0,4107937.0,4108130.0,,,,,,,,20180701075846,20180701083539 ,4116678.0,4108131.0,1350,3,1,1
3379,900487422001,712,20-1,13-4,,,20980,58,58,4170970.0,4100048.0,4107934.0,,,,,,,,20180701185449,20180701201525 ,4170970.0,4114203.0,1550,3,1,1
3382,900024768116,900,88,5,,,6560,24,24,4100116.0,4116727.0,4108183.0,,,,,,,,20180701120051,20180701125401 ,4100116.0,4100117.0,1250,3,1,1
3389,900024780171,34-1,55,63,,,20810,61,61,4116882.0,4101531.0,4170973.0,,,,,,,,20180701220553,20180702000958 ,4116882.0,4116895.0,1550,3,1,1
3390,900018766660,777,62-1,32-3,,,11580,34,34,4151750.0,4108183.0,4116835.0,,,,,,,,20180701124214,20180701132256 ,4151750.0,4113772.0,950,3,1,4
3391,100034754923,116-1,66,37,,,14300,37,37,4100651.0,4176761.0,4170112.0,,,,,,,,20180701050642,20180701061135 ,4100651.0,4116892.0,1350,3,1,1
3399,900095163267,30-1,300,3,,,18660,51,51,4179334.0,4100130.0,4103593.0,,,,,,,,20180701165109,20180701174815 ,4179334.0,4103552.0,2050,3,1,1
3402,900384230504,64,700-2,80,,,6410,19,19,4116719.0,4107940.0,4116828.0,,,,,,,,20180701091925,20180701095440 ,4116719.0,4160374.0,1250,3,1,1
3403,100075148201,400,9-2,13-5,,,7040,23,23,8009290.0,4107934.0,4116964.0,,,,,,,,20180701171332,20180701175347 ,8009290.0,4116972.0,1250,3,1,1
3405,100075158593,777,65,202,,,15640,48,48,4103551.0,4108183.0,4116833.0,,,,,,,,20180701141338,20180701151226 ,4103551.0,,1450,3,1,1
3408,900018654518,15,1-2,301,,,9480,27,27,4103460.0,4101430.0,4100057.0,,,,,,,,20180701053926,20180701061328 ,4103460.0,4113743.0,1250,3,1,1
3409,900022788950,16-1,707,99,,,31240,73,73,4107919.0,4122215.0,4195009.0,,,,,,,,20180701080041,20180701094111 ,4107919.0,4115956.0,2150,3,1,1
3410,900022791821,310,88,82-1,,,4920,14,14,4108109.0,4108106.0,4100083.0,,,,,,,,20180701221501,20180701224244 ,4108109.0,4116930.0,1250,3,1,1
3411,900517035917,11,11-1,999,,,21200,49,49,4178206.0,4107928.0,4116907.0,,,,,,,,20180701073906,20180701083148 ,4178206.0,4109278.0,1550,3,1,1
3412,900517035917,20,22,11,,,21180,57,57,4179319.0,4116922.0,4170093.0,,,,,,,,20180701170910,20180701181419 ,4179319.0,4178214.0,1550,3,1,1
3413,900019097357,92-1,62-1,98,,,7700,31,31,4160308.0,4114449.0,4108130.0,,,,,,,,20180701223248,20180701231617 ,4160308.0,4116718.0,1250,3,1,1
3416,900024349204,11-2,777,700-2,,,26570,51,51,4103242.0,4103279.0,4100140.0,,,,,,,,20180701071907,20180701083801 ,4103242.0,4170100.0,1650,3,1,1
3418,900024355391,250,720-1,62-1,,,20160,53,53,4110168.0,4100651.0,4170112.0,,,,,,,,20180701052429,20180701062416 ,4110168.0,4116919.0,1550,3,1,1
3423,900450449722,60,62-1,301,,,6120,17,17,4116708.0,4107937.0,4108130.0,,,,,,,,20180701074732,20180701081135 ,4116708.0,4108146.0,1250,3,1,1
3424,900450450013,61,7790,301,,,12240,27,27,4117279.0,4108179.0,4108182.0,,,,,,,,20180701103646,20180701111006 ,4117279.0,4100058.0,2400,3,1,1
3431,900517155144,30-1,5,62-1,,,13620,33,33,4108188.0,4122214.0,4108046.0,,,,,,,,20180701054948,20180701063542 ,4108188.0,4117233.0,1350,3,1,1
3434,900517156576,116-1,99,701,,,8510,17,17,4150256.0,4170977.0,4170354.0,,,,,,,,20180701054422,20180701061312 ,4150256.0,4170943.0,1250,3,1,1
3437,900512545947,98,4-1,34,,,10210,34,34,4108188.0,4170101.0,4116887.0,,,,,,,,20180701105845,20180701114055 ,4108188.0,4101532.0,1350,3,1,1
3438,900512545947,65,64,61,,,10270,40,40,4101535.0,4108130.0,4108158.0,,,,,,,,20180701135614,20180701150453 ,4101535.0,4108167.0,1350,3,1,1
3442,900474004214,301,25,34,,,11440,23,23,4100020.0,4100053.0,4130134.0,,,,,,,,20180701221551,20180701225512 ,4100020.0,4130136.0,1350,3,1,1
3447,900464495363,62-1,92-1,708,,,13020,37,37,4160362.0,4108040.0,4130121.0,,,,,,,,20180701214255,20180701223035 ,4160362.0,4120443.0,1350,3,1,1
3449,900114029303,10-5,13-1,13-4,,,9060,38,38,4108065.0,4122215.0,4114203.0,,,,,,,,20180701161235,20180701171952 ,4108065.0,4195697.0,1250,3,1,1
3451,900474950400,88,13-1,82-2,,,12540,40,40,4116945.0,4117009.0,4116851.0,,,,,,,,20180701231922,20180702001800 ,4116945.0,4116860.0,1350,3,1,1
3452,900502754798,700-2,7000,8,,,18860,34,34,4111820.0,4116909.0,4116315.0,,,,,,,,20180701074935,20180701084130 ,4111820.0,4103670.0,2400,3,1,1
3456,900386348619,4-1,66,3,,,11410,42,42,4114450.0,4116922.0,4116836.0,,,,,,,,20180701162817,20180701173405 ,4114450.0,4116875.0,1350,3,1,1
3458,900386351321,13-4,13-5,9,,,11000,31,31,4170093.0,4105382.0,4170093.0,,,,,,,,20180701183844,20180701192105 ,4170093.0,4114205.0,1350,3,1,1
3469,900509313544,7-2,25,202,,,10960,22,22,4108110.0,4117268.0,4108093.0,,,,,,,,20180701224827,20180701232914 ,4108110.0,4198645.0,1350,3,1,1
3470,900117112068,M4403,63,15,,,41430,55,55,4113599.0,4197467.0,4108035.0,,,,,,,,20180701150115,20180701160145 ,4113599.0,4117233.0,2700,3,1,1
3471,100073636385,62-1,7900,M7106,,,67180,104,104,4160270.0,4108179.0,4111612.0,,,,,,,,20180701191431,20180701212159 ,4160270.0,4106836.0,3200,3,1,1
3473,900502404191,8,300,10-2,,,11880,29,29,4108200.0,4100048.0,4108062.0,,,,,,,,20180701061201,20180701065628 ,4108200.0,4116892.0,1520,3,1,4
3474,900123512308,2-1,99-2,98,,,6960,30,30,4116866.0,4108050.0,4116851.0,,,,,,,,20180701195841,20180701213026 ,4116866.0,4116865.0,1250,3,1,1
3476,100073082159,720-2,909,71,,,22250,62,62,4108065.0,4122215.0,4105270.0,,,,,,,,20180701181235,20180701193638 ,4108065.0,4105363.0,2050,3,1,1
3477,900485355949,7,116-2,7,,,8200,31,31,4198975.0,4130406.0,4130419.0,,,,,,,,20180701155557,20180701165627 ,4198975.0,4176940.0,1250,3,1,1
3478,900513385896,5-2,34-1,8,,,24660,60,60,4122214.0,4108040.0,4130129.0,,,,,,,,20180701051608,20180701063116 ,4122214.0,4114328.0,1550,3,1,1
3482,100072313602,8,720-1,20,,,14430,37,37,4170818.0,4130032.0,4116899.0,,,,,,,,20180701064459,20180701073816 ,4170818.0,4179314.0,1350,3,1,1
3487,900512943998,13-1,92-1,62-1,,,7390,30,30,4160308.0,4108051.0,4160308.0,,,,,,,,20180701210025,20180701223440 ,4160308.0,4108065.0,870,3,1,4
3489,900512945663,720-2,700-2,62-1,,,12160,41,41,4111846.0,4150135.0,4107937.0,,,,,,,,20180701111524,20180701121052 ,4111846.0,4108170.0,1350,3,1,1
3490,900512950402,30-1,1004,1008,,,32170,61,61,4179335.0,4120048.0,4102895.0,,,,,,,,20180701210336,20180701223253 ,4179335.0,4130238.0,2500,3,1,1
3491,900512888911,19,400-2,13-1,,,9210,32,32,4113773.0,8009290.0,4122215.0,,,,,,,,20180701071038,20180701074405 ,4113773.0,4195699.0,1250,3,1,1
3492,900486832190,1-4,8409,62-1,,,61700,98,98,4195684.0,4102790.0,4107940.0,,,,,,,,20180701201643,20180701221922 ,4195684.0,4108040.0,3300,3,1,1
3493,900502882980,30-1,900,99-2,,,4280,15,15,4160261.0,4151750.0,4100127.0,,,,,,,,20180701181429,20180701184529 ,4160261.0,4116733.0,1250,3,1,1
3496,900512957599,13-1,7-1,203,,,10750,29,29,4116960.0,4122214.0,4108044.0,,,,,,,,20180701115110,20180701122240 ,4116960.0,4197593.0,1350,3,1,1
3502,900155021222,82-2,5,11,,,7490,25,25,4170106.0,4108048.0,4107928.0,,,,,,,,20180701210558,20180701213533 ,4170106.0,4107928.0,1250,3,1,1
3503,900480066456,11,720-2,20,,,17650,48,48,9105313.0,4107928.0,4116899.0,,,,,,,,20180701112209,20180701122707 ,9105313.0,4113776.0,1450,3,1,1
3504,900480066456,20,720-2,110,,,15950,37,37,4179319.0,4108069.0,7103116.0,,,,,,,,20180701221154,20180701225359 ,4179319.0,4121769.0,2050,3,1,1
3506,100479986461,13-5,13-4,11-1,,,19650,54,54,4199883.0,4114206.0,4108070.0,,,,,,,,20180701103103,20180701120135 ,4199883.0,4199883.0,1450,3,1,1
3507,100479986824,301,11,30-2,,,33340,84,84,4116994.0,4170093.0,4195009.0,,,,,,,,20180701053039,20180701070658 ,4116994.0,4101818.0,1750,3,1,1
3508,100479986824,21,11,25,,,38100,107,107,4101819.0,4116097.0,4116759.0,,,,,,,,20180701104830,20180701124645 ,4101819.0,4108094.0,1850,3,1,1
3509,100479987180,300,64,112,,,12630,40,40,4100073.0,4100157.0,4108178.0,,,,,,,,20180701204736,20180701215104 ,4100073.0,4170100.0,2050,3,1,1
3511,900521605379,55,707,5,,,34680,92,92,4170049.0,4116097.0,4122214.0,,,,,,,,20180701151806,20180701165849 ,4170049.0,4108046.0,2150,3,1,1
3512,900521613817,8800,900,92-1,,,13340,35,35,4179386.0,4122174.0,4107668.0,,,,,,,,20180701092720,20180701101013 ,4179386.0,4170977.0,2400,3,1,1
3516,900494002027,720-1,62-1,13-5,,,11270,39,39,4116803.0,4116897.0,4108044.0,,,,,,,,20180701083336,20180701092532 ,4116803.0,4130121.0,1350,3,1,1
3518,900494004754,11-1,909,62,,,11770,22,22,4116980.0,4105372.0,4105298.0,,,,,,,,20180701085847,20180701093520 ,4116980.0,4199922.0,2050,3,1,1
3519,100032449500,15,35,8155,,,36260,76,76,4116963.0,4116982.0,4117321.0,,,,,,,,20180701152412,20180701165338 ,4116963.0,8005420.0,2600,3,1,1
3521,900362363715,9,9-1,62-1,,,8000,35,35,4108231.0,4116951.0,4116853.0,,,,,,,,20180701084434,20180701093118 ,4108231.0,4170102.0,1250,3,1,1
3523,900130310726,34,3,63,,,25760,74,74,4117231.0,4170106.0,4108043.0,,,,,,,,20180701222417,20180702000602 ,4117231.0,4111874.0,1650,3,1,1
3525,900520497479,92-1,11-1,9-2,,,9600,33,33,4105381.0,4116760.0,4116899.0,,,,,,,,20180701091401,20180701100054 ,4105381.0,4160374.0,1250,3,1,1
3526,900520497479,20,720-2,92-1,,,8990,28,28,4179319.0,4116922.0,4170093.0,,,,,,,,20180701221155,20180701224756 ,4179319.0,4105383.0,1250,3,1,1
3530,900161484707,720-2,83-1,98,,,6980,25,25,4116900.0,4108070.0,4170099.0,,,,,,,,20180701142143,20180701145359 ,4116900.0,4108163.0,1250,3,1,1
3533,900487472432,82-1,900,38,,,22990,56,56,4117057.0,4108106.0,4116982.0,,,,,,,,20180701103513,20180701113811 ,4117057.0,4170805.0,1550,3,1,1
3534,900484164517,13-1,62-1,15-1,,,15280,48,48,4116867.0,4160309.0,4108044.0,,,,,,,,20180701203348,20180701214335 ,4116867.0,4123499.0,1450,3,1,1
3536,900475525743,9,2-1,13-1,,,7070,25,25,4116753.0,4116858.0,4122214.0,,,,,,,,20180701223313,20180701232938 ,4116753.0,4117294.0,1250,3,1,1
3538,900475553242,13-1,909,55,,,20550,56,56,4108088.0,4116760.0,4105305.0,,,,,,,,20180701154115,20180701165405 ,4108088.0,4105230.0,2050,3,1,1
3543,900466026003,88,720-2,13,,,5080,18,18,4117072.0,4117065.0,4107928.0,,,,,,,,20180701174534,20180701181755 ,4117072.0,4107936.0,1250,3,1,1
3544,900485203609,116-1,300,51,,,10880,33,33,4135046.0,4100650.0,4135040.0,,,,,,,,20180701142309,20180701145839 ,4135046.0,4100391.0,1350,3,1,1
3545,900485204055,81,20-1,82-1,,,15810,34,34,4100091.0,4100048.0,4108091.0,,,,,,,,20180701160800,20180701165102 ,4100091.0,4122174.0,1450,3,1,1
3556,900476704473,3,7770,3000,,,28290,47,47,4116788.0,4100116.0,4100162.0,,,,,,,,20180701113843,20180701123017 ,4116788.0,4196188.0,2400,3,1,1
3557,900511621012,301,10-5,10,,,49810,130,130,4100068.0,4116760.0,4107932.0,,,,,,,,20180701095152,20180701123031 ,4100068.0,4150491.0,2050,3,1,1
3558,900022809480,202,99-2,18,,,8480,23,23,4117253.0,4108053.0,4170113.0,,,,,,,,20180701113900,20180701122257 ,4117253.0,4122331.0,870,3,1,4
3562,900142069968,116-3,37,720-3,,,10930,27,27,4176323.0,4111922.0,4116874.0,,,,,,,,20180701141844,20180701152630 ,4176323.0,4113772.0,1350,3,1,1
3568,900095839299,2-1,3,5,,,2550,7,7,4116943.0,4116883.0,4108222.0,,,,,,,,20180701151157,20180701155105 ,4116943.0,4106798.0,1250,3,1,1
3574,900526771124,11,13-1,9,,,16380,37,37,4105269.0,4116962.0,4116966.0,,,,,,,,20180701162717,20180701172211 ,4105269.0,4117272.0,1450,3,1,1
3579,900129834014,66,99,13-1,,,3630,11,11,4170104.0,4116897.0,4160309.0,,,,,,,,20180701070713,20180701072215 ,4170104.0,4160311.0,1250,3,1,1
3582,100070123249,83-1,35,340-1,,,27260,58,58,4170096.0,4116982.0,4130357.0,,,,,,,,20180701202947,20180701214256 ,4170096.0,4170624.0,2050,3,1,1
3585,900465261451,13-5,99,708,,,16490,54,54,4116963.0,4130121.0,4116181.0,,,,,,,,20180701182435,20180701193614 ,4116963.0,4116181.0,1450,3,1,1
3592,900129870230,310,25,301,,,6840,12,12,4122214.0,4108121.0,4100053.0,,,,,,,,20180701140603,20180701143258 ,4122214.0,4170271.0,1250,3,1,1
3593,900354337293,202,20-1,20,,,17380,58,58,4100051.0,4108092.0,4108070.0,,,,,,,,20180701132430,20180701144112 ,4100051.0,4170271.0,1450,3,1,1
3596,900340451551,81,92,310,,,7210,21,21,4100083.0,4108052.0,4122214.0,,,,,,,,20180701201948,20180701210911 ,4100083.0,4108111.0,1250,3,1,1
3600,900502221380,116-1,701,92-1,,,14250,46,46,4130082.0,4170462.0,4197463.0,,,,,,,,20180701211648,20180701225501 ,4130082.0,4108052.0,1350,3,1,1
3603,900467857067,82-1,720-1A,92-1,,,14350,32,32,4116897.0,4116897.0,4108044.0,,,,,,,,20180701235108,20180702003408 ,4116897.0,4170937.0,1350,3,1,1
3605,900513173160,7770,8155,30-1,,,35050,38,38,7103537.0,4100163.0,4117321.0,,,,,,,,20180701223925,20180701232037 ,7103537.0,4199070.0,2600,3,1,1
3608,900159197972,1-5,300,92-1,,,17080,47,47,4103674.0,4100154.0,4108044.0,,,,,,,,20180701124724,20180701134935 ,4103674.0,4170977.0,2050,3,1,1
3610,900159197972,92-1,900,52,,,21430,58,58,4199455.0,4106798.0,4100155.0,,,,,,,,20180701223635,20180701234220 ,4199455.0,4103746.0,1550,3,1,1
3611,900458271717,900,8,202,,,7730,23,23,4108221.0,4108224.0,4100049.0,,,,,,,,20180701090041,20180701093349 ,4108221.0,4100049.0,870,3,1,4
3612,100362396841,712,92-1,62-1,,,12010,46,46,4121024.0,4170570.0,4116853.0,,,,,,,,20180701160748,20180701165603 ,4121024.0,4116895.0,1350,3,1,1
3616,900489787603,55,909,92-1,,,26310,85,85,4101883.0,4105306.0,4107928.0,,,,,,,,20180701172503,20180701192554 ,4101883.0,4170977.0,2050,3,1,1
3620,900398095962,5100,3,9,,,33680,52,52,4151640.0,4116883.0,4170106.0,,,,,,,,20180701212237,20180701222508 ,4151640.0,4116951.0,2500,3,1,1
3622,900398096220,62-1,66,1112,,,37730,54,54,4116836.0,4116897.0,4116921.0,,,,,,,,20180701142644,20180701154451 ,4116836.0,4199203.0,2600,3,1,1
3623,900454230849,13-1,909,11,,,12740,31,31,4117287.0,4122215.0,4105339.0,,,,,,,,20180701220257,20180701225205 ,4117287.0,4101884.0,2050,3,1,1
3628,100511189713,46,7-2,64,,,16770,48,48,4116678.0,4122214.0,4108109.0,,,,,,,,20180701203045,20180701212805 ,4116678.0,4170342.0,1030,3,1,4
