,암호화카드번호,버스노선ID1,버스노선ID2,버스노선ID3,버스노선ID4,버스노선ID5,총통행거리,총탑승시간,총소요시간,승차역ID1,승차역ID2,승차역ID3,승차역ID4,승차역ID5,하차역ID1,하차역ID2,하차역ID3,하차역ID4,하차역ID5,최초승차일시,최종하차일시,최초승차역ID,최종하차역ID,총이용금액,수집건수,총이용객수,사용자구분
44667,900511461557,400-2,80,99,,,9950,51,51,4104693.0,4116829.0,4116897.0,,,,,,,,20180704175214,20180704185834 ,4104693.0,4107668.0,1250,3,1,1
44668,900511355384,81,202,7,,,8970,19,19,4117045.0,4100077.0,4170271.0,,,,,,,,20180704201629,20180704203723 ,4117045.0,4108199.0,1250,3,1,1
44669,900512630542,88,13-5,720-2,,,9100,30,30,4117070.0,4108097.0,4116955.0,,,,,,,,20180704080558,20180704091202 ,4117070.0,4117067.0,1250,3,1,1
44672,900513406536,25,202,7,,,20510,56,56,4107940.0,4117268.0,4113323.0,,,,,,,,20180704112251,20180704124809 ,4107940.0,4130506.0,1550,3,1,1
44673,900515731511,1004,400,720-2,,,51520,100,100,4116760.0,4102882.0,4107928.0,,,,,,,,20180704202438,20180704222913 ,4116760.0,4116835.0,1920,3,1,4
44674,900514254553,13,720-2,3007,,,42640,82,82,4117278.0,4116760.0,4116899.0,,,,,,,,20180704085659,20180704102902 ,4117278.0,4151629.0,2700,3,1,1
44677,900341394540,99-2,13-1,13,,,8090,32,32,4160272.0,4116967.0,4116963.0,,,,,,,,20180704183755,20180704194920 ,4160272.0,4170099.0,1250,3,1,1
44678,900341397278,13-4,62-1,900,,,13850,49,49,4176318.0,4108069.0,4108130.0,,,,,,,,20180704102926,20180704112446 ,4176318.0,4151749.0,1350,3,1,1
44681,900514671552,66-4,301,60-1,,,30700,75,75,4196071.0,4100140.0,4100056.0,,,,,,,,20180704053907,20180704065733 ,4196071.0,4103553.0,1750,3,1,1
44686,900513510515,15-1,13,13-4,,,11310,35,35,4116352.0,4117280.0,4170093.0,,,,,,,,20180704130941,20180704142249 ,4116352.0,4114205.0,1350,3,1,1
44687,900513511022,82-1,3,80,,,4700,18,18,4116895.0,4116833.0,4170112.0,,,,,,,,20180704150150,20180704153140 ,4116895.0,4108088.0,1250,3,1,1
44690,900517669605,17,720-2,220,,,18770,56,56,4112491.0,4135024.0,4110131.0,,,,,,,,20180704100339,20180704112949 ,4112491.0,4100611.0,1450,3,1,1
44691,900511351770,3100,110,310,,,20030,45,45,4105218.0,4105306.0,4122215.0,,,,,,,,20180704143618,20180704153117 ,4105218.0,4100138.0,2400,3,1,1
44692,900511351770,700-2,110,21,,,27860,95,95,4196993.0,4122215.0,4195035.0,,,,,,,,20180704165655,20180704184601 ,4196993.0,4195040.0,2050,3,1,1
44696,900516456037,350,720-1,3-1,,,7560,43,43,4199828.0,4100609.0,4100497.0,,,,,,,,20180704180407,20180704191136 ,4199828.0,4100509.0,1250,3,1,1
44697,900516653113,92-1,M4403,7007,,,72800,105,105,4197593.0,4197467.0,4113601.0,,,,,,,,20180704203047,20180704223512 ,4197593.0,4105685.0,3300,3,1,1
44699,900516654809,13-1,202,720-1,,,5250,24,24,4108087.0,4108050.0,4116899.0,,,,,,,,20180704173617,20180704180842 ,4108087.0,4170105.0,1250,3,1,1
44700,900511875518,5005,37,34-1,,,43410,52,52,4135007.0,4176761.0,4116875.0,,,,,,,,20180704211641,20180704221656 ,4135007.0,4108212.0,2700,3,1,1
44703,900518127481,25,9,99,,,11600,49,49,4179371.0,4116759.0,4198877.0,,,,,,,,20180704084244,20180704094208 ,4179371.0,4130123.0,1350,3,1,1
44704,900518127481,13-5,92-1,99-2,,,12490,57,57,4197592.0,4106798.0,4116851.0,,,,,,,,20180704145352,20180704160124 ,4197592.0,4116732.0,1350,3,1,1
44709,900191500357,35,909,92-1,,,17720,43,43,4101912.0,4105249.0,4105378.0,,,,,,,,20180704070547,20180704080314 ,4101912.0,4116825.0,2050,3,1,1
44711,900163679727,1500-2,7001,202,,,35520,70,70,4121341.0,7103537.0,4116898.0,,,,,,,,20180704191640,20180704203829 ,4121341.0,4108056.0,2600,3,1,1
44713,900160157252,51,33-1,720-1,,,15820,49,49,4110286.0,4110270.0,4100561.0,,,,,,,,20180704150749,20180704162309 ,4110286.0,4100498.0,1450,3,1,1
44715,900504798082,98,777,65,,,18120,45,45,4116754.0,4108130.0,4100156.0,,,,,,,,20180704211853,20180704221645 ,4116754.0,4150350.0,1450,3,1,1
44717,900504818660,30,707,720-2,,,35210,120,120,4170060.0,4116097.0,4116760.0,,,,,,,,20180704064622,20180704084934 ,4170060.0,4112032.0,2250,3,1,1
44719,900504819166,13,7-1,301,,,5750,18,18,4107953.0,4107942.0,4122214.0,,,,,,,,20180704214945,20180704230345 ,4107953.0,4108099.0,1250,3,1,1
44721,900504792726,98,720-1,400,,,12000,44,44,4108041.0,4116947.0,4116828.0,,,,,,,,20180704100504,20180704110635 ,4108041.0,4113628.0,1350,3,1,1
44727,900136577063,46,72,5-1,,,3490,11,11,4116689.0,4151651.0,4100049.0,,,,,,,,20180704171223,20180704180041 ,4116689.0,4130083.0,1250,3,1,1
44728,900136580680,7-1,13,16,,,22270,63,63,4100116.0,4107943.0,4107940.0,,,,,,,,20180704082723,20180704095524 ,4100116.0,4107862.0,1550,3,1,1
44729,900136580680,50,35,10,,,16780,49,49,4130179.0,4170824.0,4107930.0,,,,,,,,20180704115537,20180704124715 ,4130179.0,4116837.0,1450,3,1,1
44734,900352096703,720-2,92,720-2,,,2260,14,14,4170093.0,4116956.0,4170093.0,,,,,,,,20180704120607,20180704125937 ,4170093.0,4195699.0,1250,3,1,1
44736,900352102354,98,2-1,65,,,15190,65,65,4116716.0,4116869.0,4116873.0,,,,,,,,20180704124954,20180704142830 ,4116716.0,4112024.0,1450,3,1,1
44741,900137634922,88,99,98,,,5480,28,28,4108111.0,4160358.0,4116854.0,,,,,,,,20180704111130,20180704120717 ,4108111.0,4116868.0,1250,3,1,1
44743,900137743981,22,34-1,720-3,,,9520,31,31,4116937.0,4151663.0,4116883.0,,,,,,,,20180704141940,20180704151807 ,4116937.0,4108040.0,1250,3,1,1
44745,900150367930,3,66-4,66,,,7930,29,29,4100116.0,4108071.0,4122215.0,,,,,,,,20180704113229,20180704123510 ,4100116.0,4100114.0,1250,3,1,1
44746,900504740972,52,110,2-1,,,17710,47,47,4105280.0,4105306.0,4116760.0,,,,,,,,20180704081556,20180704091405 ,4105280.0,4116756.0,2050,3,1,1
44748,900509365145,2,300,708,,,20430,51,51,4106940.0,4100004.0,4151651.0,,,,,,,,20180704053257,20180704063958 ,4106940.0,4197464.0,2050,3,1,1
44755,900509362125,3,37,65,,,7700,25,25,4116822.0,4108126.0,4116836.0,,,,,,,,20180704192406,20180704200500 ,4116822.0,4151704.0,1250,3,1,1
44759,900137256391,33-1,220,116-3,,,5760,19,19,4100606.0,4110105.0,4110130.0,,,,,,,,20180704153219,20180704161157 ,4100606.0,4100563.0,1250,3,1,1
44760,900168522574,83-1,92,51,,,5560,19,19,4117022.0,4116917.0,4117045.0,,,,,,,,20180704134724,20180704143849 ,4117022.0,4170093.0,1250,3,1,1
44762,900164512082,20,720-1A,83-1,,,8270,29,29,4179319.0,4116898.0,4170112.0,,,,,,,,20180704221327,20180704224354 ,4179319.0,4117060.0,1250,3,1,1
44763,900507352892,301,8,87,,,6980,25,25,4103593.0,4100154.0,4103671.0,,,,,,,,20180704204527,20180704213443 ,4103593.0,4117629.0,1250,3,1,1
44766,900155522928,112,62-1,83-1,,,9470,46,46,4116745.0,4170101.0,4116836.0,,,,,,,,20180704171211,20180704181812 ,4116745.0,4117025.0,1250,3,1,1
44769,900144775638,2-1,10,16,,,25310,70,70,4108218.0,4116921.0,4176783.0,,,,,,,,20180704064427,20180704080322 ,4108218.0,4150547.0,1650,3,1,1
44771,900144787608,13-1,112,35,,,6540,25,25,4108088.0,4122203.0,4170099.0,,,,,,,,20180704110516,20180704114626 ,4108088.0,4116703.0,1250,3,1,1
44772,900169842081,64,7-1,62-1,,,10100,37,37,4122174.0,4108046.0,4170974.0,,,,,,,,20180704125157,20180704134659 ,4122174.0,4170255.0,1350,3,1,1
44773,900505682838,81,720-2,400-2,,,6610,27,27,4122636.0,4116900.0,4108071.0,,,,,,,,20180704165418,20180704173857 ,4122636.0,4116828.0,1250,3,1,1
44774,900509365849,M5121,720-2,99-2,,,46620,90,90,4135007.0,4112034.0,4116900.0,,,,,,,,20180704171517,20180704184816 ,4135007.0,4108089.0,2800,3,1,1
44775,900080580553,8,62-1,98,,,6740,22,22,4170264.0,4108045.0,4116853.0,,,,,,,,20180704065430,20180704072440 ,4170264.0,4116755.0,1250,3,1,1
44778,900506895979,13-1,9,400,,,6450,31,31,4160306.0,4116853.0,4170093.0,,,,,,,,20180704084334,20180704092159 ,4160306.0,4117037.0,1250,3,1,1
44782,900504228607,3,7-2,13-1,,,3950,17,17,4116791.0,4170096.0,4122214.0,,,,,,,,20180704122237,20180704124630 ,4116791.0,4117293.0,1250,3,1,1
44783,900030728705,23,11,62-1,,,23250,72,72,4101982.0,4105255.0,4117010.0,,,,,,,,20180704180903,20180704193625 ,4101982.0,4117278.0,1550,3,1,1
44784,900030729414,15-1,5,700-2,,,16180,75,75,4121775.0,4106798.0,4100140.0,,,,,,,,20180704182640,20180704194732 ,4121775.0,4116814.0,1450,3,1,1
44785,100033185245,35-1,31-3,720-1,,,18070,46,46,4112192.0,4122902.0,4100498.0,,,,,,,,20180704230106,20180705000635 ,4112192.0,4100524.0,1450,3,1,1
44786,100033202676,63-1,34-1,712,,,11930,42,42,4195533.0,4116943.0,4130083.0,,,,,,,,20180704165056,20180704174346 ,4195533.0,,1350,3,1,1
44792,900508309998,7-2,700-2,15-1,,,6700,31,31,4116811.0,4116813.0,4107928.0,,,,,,,,20180704175459,20180704185856 ,4116811.0,4107933.0,1250,3,1,1
44793,900483662178,720-1,720,720-1,,,14880,34,34,4100441.0,4110265.0,4100441.0,,,,,,,,20180704160418,20180704170745 ,4100441.0,4110130.0,1350,3,1,1
44794,900483779157,10,65,25,,,14610,53,53,4111657.0,4108069.0,4108130.0,,,,,,,,20180704071339,20180704081138 ,4111657.0,4100135.0,1350,3,1,1
44796,900483447272,82-2,2-1,98,,,4220,18,18,4116943.0,4170106.0,4108218.0,,,,,,,,20180704220536,20180704222909 ,4116943.0,4116862.0,1250,3,1,1
44801,900478627232,8,5-2,112,,,5150,16,16,4108047.0,4108045.0,4108110.0,,,,,,,,20180704204628,20180704211132 ,4108047.0,4117287.0,1250,3,1,1
44809,900352175349,82-1,900,2-1,,,4160,10,10,4100084.0,4108112.0,4170093.0,,,,,,,,20180704202718,20180704204245 ,4100084.0,4116784.0,1250,3,1,1
44811,900507603601,3-2,25,202,,,10060,64,64,4117393.0,4116850.0,4100053.0,,,,,,,,20180704181648,20180704194613 ,4117393.0,4130434.0,1350,3,1,1
44813,900352034905,51,17,720-1A,,,10500,29,29,4100386.0,4100610.0,4110130.0,,,,,,,,20180704205750,20180704213147 ,4100386.0,4100563.0,1350,3,1,1
44814,900504172804,116-2,20,2,,,11850,33,33,4170942.0,4130404.0,4100024.0,,,,,,,,20180704220950,20180704224613 ,4170942.0,4151726.0,1350,3,1,1
44815,900504895262,52,110,2-1,,,17710,47,47,4105280.0,4105306.0,4116760.0,,,,,,,,20180704160628,20180704165758 ,4105280.0,4116756.0,2050,3,1,1
44818,900504212151,301,701,92-1,,,11370,32,32,4100040.0,4100048.0,4199435.0,,,,,,,,20180704045545,20180704055043 ,4100040.0,4199455.0,1350,3,1,1
44820,900504213318,92-1,99,82-1,,,3020,17,17,4160308.0,4116930.0,4116895.0,,,,,,,,20180704082747,20180704085752 ,4160308.0,4170103.0,1250,3,1,1
44821,900504216744,999,92-1,2-1,,,9430,35,35,4102825.0,4107928.0,4116851.0,,,,,,,,20180704212339,20180704220137 ,4102825.0,4116857.0,1250,3,1,1
44825,900504216842,88-1,112,2-1,,,13550,51,51,4117025.0,4108106.0,4116759.0,,,,,,,,20180704094946,20180704111907 ,4117025.0,4116943.0,1350,3,1,1
44829,900504218161,66,64,900,,,16380,47,47,4176761.0,4170099.0,4108130.0,,,,,,,,20180704055155,20180704064153 ,4176761.0,4100152.0,1450,3,1,1
44830,900488875673,30,62-1,27,,,16080,65,65,4108165.0,4108187.0,4100127.0,,,,,,,,20180704180835,20180704192728 ,4108165.0,4111645.0,1450,3,1,1
44832,900488865412,64,25,112,,,11680,43,43,4108106.0,4117252.0,4170101.0,,,,,,,,20180704094244,20180704110119 ,4108106.0,4117457.0,1350,3,1,1
44833,900488865559,712,92-1,62-1,,,10720,41,41,4117239.0,4170570.0,4108046.0,,,,,,,,20180704110936,20180704121227 ,4117239.0,4108040.0,1350,3,1,1
44836,900487206253,6,900,11-5,,,4460,17,17,8008950.0,4198904.0,4100060.0,,,,,,,,20180704162842,20180704165628 ,8008950.0,4101465.0,1250,3,1,1
44837,900487208974,720-2,700-2,909,,,24320,55,55,4116666.0,4116671.0,4122215.0,,,,,,,,20180704130044,20180704141218 ,4116666.0,4105338.0,2050,3,1,1
44838,900487243735,98,62-1,2-1,,,7150,31,31,4116856.0,4170101.0,4198877.0,,,,,,,,20180704142726,20180704151433 ,4116856.0,4116854.0,1250,3,1,1
44840,900487243735,98,112,2-1,,,6740,35,35,4116859.0,4170101.0,4116759.0,,,,,,,,20180704161605,20180704170420 ,4116859.0,4116854.0,1250,3,1,1
44847,100032654324,900,310,2-1,,,5190,21,21,4151750.0,4196993.0,4116785.0,,,,,,,,20180704210817,20180704220913 ,4151750.0,4116760.0,1250,3,1,1
44849,900352590493,700-2,7-2,13-5,,,22040,75,75,4122308.0,4107942.0,4122215.0,,,,,,,,20180704204412,20180704220839 ,4122308.0,4116972.0,1550,3,1,1
44852,100476892284,35,11,112,,,5670,22,22,4102829.0,4107928.0,4108071.0,,,,,,,,20180704173143,20180704180856 ,4102829.0,4170099.0,1250,3,1,1
44853,100476892293,22,310,22,,,26230,71,71,4105297.0,4101988.0,4102895.0,,,,,,,,20180704064721,20180704080336 ,4105297.0,4130395.0,1650,3,1,1
44856,900022638921,3000,5100,2-1,,,34190,66,66,4116657.0,4151636.0,4116881.0,,,,,,,,20180704172645,20180704184404 ,4116657.0,4116903.0,2500,3,1,1
44862,900024488804,13-5,88,202,,,17740,48,48,4116967.0,4122214.0,4108121.0,,,,,,,,20180704072536,20180704083438 ,4116967.0,4130434.0,1450,3,1,1
44868,100070400028,13-1,909,99-1,,,19470,53,53,4117053.0,4122215.0,4105270.0,,,,,,,,20180704170927,20180704182733 ,4117053.0,4120058.0,1520,3,1,4
44869,100032605503,65,13-4,35,,,16920,53,53,4179316.0,4108069.0,4170093.0,,,,,,,,20180704065104,20180704075016 ,4179316.0,4117319.0,1450,3,1,1
44871,900368615865,720-3,13-4,83-1,,,14960,57,57,4116888.0,4114239.0,4116922.0,,,,,,,,20180704163313,20180704175756 ,4116888.0,4196993.0,1350,3,1,1
44875,900024771031,13-1,15-1,98,,,9440,27,27,4117050.0,4105382.0,4116759.0,,,,,,,,20180704122035,20180704125450 ,4117050.0,4116753.0,1250,3,1,1
44877,900024771031,202,92,13,,,10760,36,36,4108056.0,4108054.0,4107929.0,,,,,,,,20180704142948,20180704152249 ,4108056.0,4117274.0,1350,3,1,1
44881,900384832549,19,13-4,62-1,,,6900,20,20,4116700.0,4114206.0,4199723.0,,,,,,,,20180704203131,20180704214539 ,4116700.0,4117273.0,1250,3,1,1
44884,900384605445,92,92-1,301,,,21670,37,37,4105381.0,4105382.0,4122214.0,,,,,,,,20180704234100,20180705002405 ,4105381.0,4178351.0,1550,3,1,1
44887,900384814309,13-1,66,88,,,18120,70,70,4160314.0,4116872.0,4111692.0,,,,,,,,20180704174951,20180704193047 ,4160314.0,4111685.0,1450,3,1,1
44889,100456140612,73,13,15-1,,,9930,49,49,4170336.0,4170093.0,4116966.0,,,,,,,,20180704181850,20180704194055 ,4170336.0,4117246.0,1250,3,1,1
44890,100456145056,64,99,81,,,8770,52,52,4130118.0,4108043.0,4170112.0,,,,,,,,20180704175508,20180704191526 ,4130118.0,4116919.0,1250,3,1,1
44891,100456145199,7-2,82-1,301,,,14100,31,31,4108103.0,4108108.0,4108093.0,,,,,,,,20180704085729,20180704093845 ,4108103.0,4100036.0,1350,3,1,1
44892,100456149087,98,13-1,92-1,,,16760,69,69,4160301.0,4108052.0,4170093.0,,,,,,,,20180704134336,20180704152800 ,4160301.0,4108165.0,1450,3,1,1
44894,100456331341,720-2,46,2-1,,,15770,72,72,4116668.0,4116682.0,4107928.0,,,,,,,,20180704181832,20180704200010 ,4116668.0,4116860.0,1450,3,1,1
44897,100456332986,87,900,88,,,18660,58,58,4116627.0,4100154.0,4108183.0,,,,,,,,20180704204353,20180704214423 ,4116627.0,4116837.0,1450,3,1,1
44899,900023827682,900,7770,1007,,,30990,65,65,4179371.0,4107942.0,4195718.0,,,,,,,,20180704071923,20180704084511 ,4179371.0,4199773.0,1760,3,1,4
44900,900514914551,10-5,35,30-1,,,14920,50,50,4170102.0,4170093.0,4102827.0,,,,,,,,20180704073738,20180704083552 ,4170102.0,4199071.0,1350,3,1,1
44905,900513203769,720-2,202,34,,,20590,58,58,4150153.0,4116922.0,4100049.0,,,,,,,,20180704150912,20180704163238 ,4150153.0,4130135.0,1550,3,1,1
44908,900164314908,13-1,34-1,9-2,,,7100,24,24,4108216.0,4116876.0,4113778.0,,,,,,,,20180704185829,20180704193710 ,4108216.0,4176348.0,1250,3,1,1
44909,900516950070,66-4,66,300,,,39840,95,95,4150189.0,4111692.0,4100104.0,,,,,,,,20180704213731,20180704234209 ,4150189.0,4100039.0,2250,3,1,1
44910,900511873720,720-1A,60,301,,,14170,32,32,4116910.0,8009290.0,4107942.0,,,,,,,,20180704230143,20180704234801 ,4116910.0,4170271.0,1350,3,1,1
44911,900514614082,300,10,5001-1,,,31430,88,88,4100068.0,4151704.0,4111673.0,,,,,,,,20180704090720,20180704105741 ,4100068.0,9111901.0,2500,3,1,1
44912,900163625841,80,83-1,310,,,2540,5,5,4117059.0,4117057.0,4197261.0,,,,,,,,20180704180335,20180704181938 ,4117059.0,4197690.0,1250,3,1,1
44914,900163635435,31-3,720-1,50,,,7130,27,27,4100505.0,4100441.0,4100609.0,,,,,,,,20180704183340,20180704193038 ,4100505.0,4100605.0,1250,3,1,1
44917,900165028988,82-1,112,300,,,16410,42,42,4117057.0,4108106.0,4100083.0,,,,,,,,20180704060415,20180704065332 ,4117057.0,4116548.0,2050,3,1,1
44918,900304452922,30-1,8155,1009,,,35200,65,65,4170429.0,4117322.0,4100162.0,,,,,,,,20180704073747,20180704085905 ,4170429.0,4199772.0,2600,3,1,1
44919,900304707430,8155,35,700-2,,,30440,76,76,4130351.0,4117332.0,4117030.0,,,,,,,,20180704222512,20180704235130 ,4130351.0,4176770.0,2500,3,1,1
44920,900191492655,98,66,3,,,5450,22,22,4116755.0,4108071.0,4100117.0,,,,,,,,20180704171841,20180704180538 ,4116755.0,4116789.0,1250,3,1,1
44922,900166503872,98,62-1,13-4,,,8470,35,35,4108159.0,4170100.0,4116836.0,,,,,,,,20180704152631,20180704161220 ,4108159.0,4160374.0,1250,3,1,1
44923,900341381582,62-1,777,8-1,,,18280,60,60,4108069.0,4100126.0,4103546.0,,,,,,,,20180704170311,20180704181525 ,4108069.0,4103524.0,1450,3,1,1
44924,900341381582,301,88,20,,,21660,57,57,4103623.0,4108183.0,4116837.0,,,,,,,,20180704222551,20180704233707 ,4103623.0,4113772.0,1550,3,1,1
44926,900164253991,777,900,112,,,12310,41,41,4103551.0,4100127.0,4108183.0,,,,,,,,20180704133915,20180704143459 ,4103551.0,4107940.0,1350,3,1,1
44928,900508825269,80,5,13-5,,,6490,23,23,4117060.0,4197261.0,4108044.0,,,,,,,,20180704061213,20180704064849 ,4117060.0,4170977.0,1250,3,1,1
44933,900508826258,1550-1,300,81,,,11070,28,28,4108200.0,4100051.0,4117044.0,,,,,,,,20180704050459,20180704062409 ,4108200.0,4116944.0,2000,3,1,1
44934,900508826575,900,3,720-1,,,8850,29,29,4179327.0,4108216.0,4116895.0,,,,,,,,20180704221500,20180704224751 ,4179327.0,4116828.0,1250,3,1,1
44937,900513210777,720-1,33,6,,,2200,7,7,4100448.0,4110196.0,4100519.0,,,,,,,,20180704122842,20180704125343 ,4100448.0,4179256.0,1250,3,1,1
44938,900516885276,301,25,700-2,,,10860,49,49,4108145.0,4160261.0,4107940.0,,,,,,,,20180704082206,20180704091256 ,4108145.0,4150157.0,1350,3,1,1
44941,900515725012,25,82-1,5,,,4020,15,15,4117055.0,4108121.0,4108110.0,,,,,,,,20180704185850,20180704194936 ,4117055.0,4108113.0,1250,3,1,1
44943,900516189754,24,301,81,,,32420,82,82,4176155.0,4100028.0,4100048.0,,,,,,,,20180704120917,20180704133935 ,4176155.0,4109291.0,1750,3,1,1
44945,900516197884,66-4,3,34-1,,,14910,49,49,4107940.0,4170112.0,4108044.0,,,,,,,,20180704214448,20180704223747 ,4107940.0,4108040.0,1350,3,1,1
44947,900516203731,64,34-1,98,,,5810,20,20,4130096.0,4108043.0,4170107.0,,,,,,,,20180704161014,20180704165203 ,4130096.0,4116867.0,1250,3,1,1
44950,900516205760,20,11,64,,,15990,60,60,4100051.0,4107936.0,4170100.0,,,,,,,,20180704153639,20180704170446 ,4100051.0,4107668.0,1450,3,1,1
44954,900513218741,51,82-1,85,,,9940,38,38,4108063.0,4100092.0,4116895.0,,,,,,,,20180704194349,20180704204239 ,4108063.0,4109413.0,1250,3,1,1
44955,900513218754,92,5-1,34,,,9910,29,29,4108053.0,4197261.0,4108034.0,,,,,,,,20180704142718,20180704152531 ,4108053.0,4116929.0,1250,3,1,1
44956,900513219114,660,116-3,15-1,,,30290,84,84,4112493.0,4111627.0,4170942.0,,,,,,,,20180704082301,20180704101027 ,4112493.0,4121996.0,1750,3,1,1
44959,900509361020,999,13-4,62-1,,,8250,34,34,4116808.0,4116799.0,4116897.0,,,,,,,,20180704072156,20180704080618 ,4116808.0,4108037.0,1250,3,1,1
44960,900503429332,65,300,301,,,15550,37,37,4150348.0,4151750.0,4170271.0,,,,,,,,20180704230254,20180705010023 ,4150348.0,4100021.0,2050,3,1,1
44964,900139761527,20,25,13-1,,,10720,48,48,4116834.0,4107935.0,4117290.0,,,,,,,,20180704163902,20180704180229 ,4116834.0,4116971.0,1350,3,1,1
44965,900150196211,92-1,81,720-2,,,11030,46,46,4195706.0,4117044.0,4116899.0,,,,,,,,20180704070135,20180704075257 ,4195706.0,4150161.0,1350,3,1,1
44966,900156412176,25,5,92-1,,,16740,57,57,4100129.0,4108183.0,4108046.0,,,,,,,,20180704091234,20180704101856 ,4100129.0,4120436.0,1450,3,1,1
44970,900148217220,708,99,3007,,,19700,66,66,4130058.0,4170570.0,4116803.0,,,,,,,,20180704215756,20180704231626 ,4130058.0,4116911.0,2400,3,1,1
44971,900506808072,700-2,310,13-5,,,18940,74,74,4116910.0,4116842.0,4108112.0,,,,,,,,20180704181501,20180704195907 ,4116910.0,4116980.0,1450,3,1,1
44973,900506808086,63-1,62-1,310,,,4390,17,17,4116946.0,4108041.0,4106798.0,,,,,,,,20180704082219,20180704084431 ,4116946.0,4108106.0,1250,3,1,1
44974,900506810255,202,81,13-4,,,6190,19,19,4108053.0,4116899.0,4114341.0,,,,,,,,20180704160654,20180704164601 ,4108053.0,4114212.0,1250,3,1,1
44975,900506813636,5,13,112,,,7560,30,30,4108108.0,4107940.0,4108071.0,,,,,,,,20180704170043,20180704175458 ,4108108.0,4170099.0,1250,3,1,1
44977,900503814749,900,310,30,,,11830,30,30,4106798.0,4108112.0,4117183.0,,,,,,,,20180704041651,20180704053354 ,4106798.0,4117031.0,1350,3,1,1
44980,900510526731,98,5,8,,,6560,18,18,4108221.0,4108222.0,4106798.0,,,,,,,,20180704131852,20180704133833 ,4108221.0,4130129.0,1250,3,1,1
44981,900510528807,112,30,99-2,,,6370,29,29,4108173.0,4108187.0,4160282.0,,,,,,,,20180704190639,20180704200855 ,4108173.0,4116808.0,1250,3,1,1
44984,900505438605,1-2,301,11-5,,,8210,30,30,4100156.0,4100068.0,4103564.0,,,,,,,,20180704172153,20180704182321 ,4100156.0,4150666.0,1250,3,1,1
44991,900137584797,98,19,3,,,2210,6,6,4116718.0,4108160.0,4116792.0,,,,,,,,20180704080412,20180704081719 ,4116718.0,4116821.0,1250,3,1,1
44993,900137585212,50,30,400-2,,,15010,56,56,4130173.0,4117322.0,4102829.0,,,,,,,,20180704081029,20180704090922 ,4130173.0,4108071.0,1450,3,1,1
44997,900171712486,13-1,202,13-4,,,8780,35,35,4111874.0,4108053.0,4170113.0,,,,,,,,20180704150945,20180704160110 ,4111874.0,4112032.0,1250,3,1,1
45001,900507683015,1009,7790,99,,,28030,53,53,4199775.0,4100163.0,4160272.0,,,,,,,,20180704184234,20180704195832 ,4199775.0,9179350.0,2400,3,1,1
45002,900507683591,30-1,700-2,301,,,8820,39,39,4102826.0,4114363.0,4100114.0,,,,,,,,20180704080625,20180704084905 ,4102826.0,4108133.0,1250,3,1,1
45004,900506286486,62-1,900,20,,,26500,76,76,4170102.0,4108130.0,4103494.0,,,,,,,,20180704090513,20180704103651 ,4170102.0,4123271.0,1650,3,1,1
45005,900506286486,20,900,62-1,,,27700,84,84,4123269.0,4103493.0,4108183.0,,,,,,,,20180704170415,20180704184046 ,4123269.0,4116836.0,1650,3,1,1
45007,900504397089,32-3,700-2,720-2,,,8350,20,20,4117318.0,4117033.0,4116673.0,,,,,,,,20180704083716,20180704092157 ,4117318.0,4116667.0,1250,3,1,1
45009,900504440437,92-1,707,55,,,34620,91,91,4160359.0,4122215.0,4195009.0,,,,,,,,20180704091256,20180704105103 ,4160359.0,4170035.0,2150,3,1,1
45010,900483652997,15-1,7-1,5-2,,,8370,28,28,4130126.0,4106798.0,4122215.0,,,,,,,,20180704151855,20180704154938 ,4130126.0,4122215.0,1250,3,1,1
45018,900486044010,37,92,13-5,,,8240,35,35,4160249.0,4108158.0,4116962.0,,,,,,,,20180704115225,20180704124617 ,4160249.0,4116968.0,1250,3,1,1
45022,900486044010,7780,3003,13-1,,,30580,52,52,4103279.0,4117020.0,4116966.0,,,,,,,,20180704212242,20180704222604 ,4103279.0,4116971.0,2500,3,1,1
45024,900485576224,98,708,20,,,10090,35,35,4197590.0,4195716.0,4100048.0,,,,,,,,20180704074917,20180704083446 ,4197590.0,4117252.0,1350,3,1,1
45025,900485576410,30,34-1,38-1,,,7520,20,20,4116671.0,4131034.0,4117321.0,,,,,,,,20180704195008,20180704203512 ,4116671.0,4117329.0,870,3,1,4
45026,900486240757,4-1,34,15-1,,,7980,25,25,4111875.0,4116875.0,4108044.0,,,,,,,,20180704063543,20180704070458 ,4111875.0,4197593.0,1250,3,1,1
45028,900487250651,11-5,8155,30,,,33140,36,36,4103240.0,4103279.0,4117321.0,,,,,,,,20180704095657,20180704104854 ,4103240.0,4114077.0,1760,3,1,4
45031,900487251096,202,13-1,202,,,20090,51,51,4117259.0,4108052.0,4117260.0,,,,,,,,20180704202940,20180704222440 ,4117259.0,4130515.0,1550,3,1,1
45032,900487273453,82-1,62-1,4-1,,,7970,28,28,4100089.0,4108069.0,4108130.0,,,,,,,,20180704223004,20180704231252 ,4100089.0,4112024.0,1250,3,1,1
45034,900492164711,340-1,2007,3,,,34620,75,75,4110199.0,4100385.0,4170096.0,,,,,,,,20180704180754,20180704195304 ,4110199.0,4116789.0,2500,3,1,1
45036,900492165156,51,720-1,81,,,10400,36,36,4151541.0,4170106.0,4116895.0,,,,,,,,20180704070056,20180704074209 ,4151541.0,4109291.0,1350,3,1,1
