,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,정류소명,표준정류장ID,WGS84위도,WGS84경도,관할관청,이비카드정류장ID
37318,191143,241488003,31-1,53,동화초.동화휴먼시아3단지,233000951,36728.0,동화초.동화휴먼시아3단지,233000951.0,37.2158333,126.9621,경기도 화성시,4170829.0
37319,191144,241488003,31-1,54,동화휴먼시아2단지,233001615,37679.0,동화휴먼시아2단지,233001615.0,37.2175833,126.9600833,경기도 화성시,4199072.0
37320,191145,241488003,31-1,55,동화마을1단지.화성고용센터,233001616,37680.0,동화마을1단지.화성고용센터,233001616.0,37.2177333,126.9585833,경기도 화성시,4199073.0
37321,191146,241488003,31-1,56,동화휴먼시아1단지.상봉초등학교,233002085,55062.0,동화휴먼시아1단지.상봉초등학교,233002085.0,37.2177,126.95645,경기도 화성시,4170498.0
37322,191147,241488003,31-1,57,봉담택지지구,233002087,37688.0,봉담택지지구,233002087.0,37.2199,126.9535,경기도 화성시,4130338.0
37323,191148,241488003,31-1,58,국민체육센터,233002218,55140.0,국민체육센터,233002218.0,37.2214,126.9522167,경기도 화성시,4130292.0
37328,191153,241488006,31-2,1,수원과학대학,233000913,36212.0,수원과학대학,233000913.0,37.1932167,126.9798,경기도 화성시,4116664.0
37329,191154,241488006,31-2,2,대한적십자교육원,233002492,55447.0,대한적십자교육원,233002492.0,37.1965,126.9817167,경기도 화성시,4122718.0
37330,191155,241488006,31-2,3,남산공단입구,233000610,36249.0,남산공단입구,233000610.0,37.1992333,126.9844833,경기도 화성시,4116666.0
37332,191157,241488006,31-2,5,수기리아랫말,233000573,36197.0,수기리아랫말,233000573.0,37.1993667,126.9782,경기도 화성시,4117429.0
37334,191159,241488006,31-2,7,보통리입구,233000914,36158.0,보통리입구,233000914.0,37.1987,126.96925,경기도 화성시,4130147.0
37335,191160,241488006,31-2,8,수원신학교,233000572,36751.0,수원신학교,233000572.0,37.2030333,126.96441670000002,경기도 화성시,4170242.0
37338,191163,241488006,31-2,11,동문아파트.협성대학교.봉담중고교,233001755,37764.0,동문아파트.협성대학교.봉담중고교,233001755.0,37.21731670000001,126.95256670000002,경기도 화성시,4131033.0
37339,191164,241488006,31-2,12,상봉초등학교,233001610,37675.0,상봉초등학교,233001610.0,37.2182333,126.9539667,경기도 화성시,4199068.0
37340,191165,241488006,31-2,13,동일하이빌.상봉초등학교,233002086,55054.0,동일하이빌.상봉초등학교,233002086.0,37.2176833,126.9561,경기도 화성시,4130061.0
37341,191166,241488006,31-2,14,하나로마트.화성고용센터,233001756,37756.0,하나로마트.화성고용센터,233001756.0,37.2178333,126.95896670000002,경기도 화성시,4116672.0
37342,191167,241488006,31-2,15,동화휴먼시아2단지,233002016,55001.0,동화휴먼시아2단지,233002016.0,37.2175,126.9598333,경기도 화성시,4117306.0
37343,191168,241488006,31-2,16,동화휴먼시아3.4단지.봉담우체국,233001757,37773.0,동화휴먼시아3.4단지.봉담우체국,233001757.0,37.2162333,126.96151670000002,경기도 화성시,4170825.0
37344,191169,241488006,31-2,17,주공5단지,233002041,55040.0,주공5단지,233002041.0,37.2148333,126.96345,경기도 화성시,4102921.0
37346,191171,241488006,31-2,19,임광그대가3단지,233002042,55042.0,임광그대가3단지,233002042.0,37.2171167,126.96926670000002,경기도 화성시,4102922.0
37348,191173,241488006,31-2,21,신일해피트리1차,233000596,36186.0,신일해피트리1차,233000596.0,37.2224667,126.97393329999998,경기도 화성시,4116678.0
37349,191174,241488006,31-2,22,우림그린빌리지,233000595,36176.0,우림그린빌리지,233000595.0,37.22455,126.9724333,경기도 화성시,4116680.0
37350,191175,241488006,31-2,23,광도와이드빌.우남그린빌,233000594,36172.0,광도와이드빌.우남그린빌,233000594.0,37.2265833,126.9718833,경기도 화성시,4116682.0
37351,191176,241488006,31-2,24,한국농수산대학,233000002,36161.0,한국농수산대학,233000002.0,37.2293167,126.97043329999998,경기도 화성시,4116684.0
37354,191179,241488006,31-2,27,수영오거리.방송통신대입구,233000001,2051.0,수영오거리.방송통신대입구,233000001.0,37.2377167,126.9624,경기도 화성시,4116687.0
37379,191204,241488006,31-2,52,수영오거리.방송통신대입구,233000593,36148.0,수영오거리.방송통신대입구,233000593.0,37.2375167,126.9625167,경기도 화성시,4116686.0
37380,191205,241488006,31-2,53,국립축산과학원,233000592,36152.0,국립축산과학원,233000592.0,37.2361167,126.9658667,경기도 화성시,4117230.0
37382,191207,241488006,31-2,55,한국농수산대학,233000591,36159.0,한국농수산대학,233000591.0,37.2291167,126.97035,경기도 화성시,4116683.0
37383,191208,241488006,31-2,56,신일우남아파트,233000590,36169.0,신일우남아파트,233000590.0,37.2266,126.9716167,경기도 화성시,4116681.0
37384,191209,241488006,31-2,57,SK매직.우림그린빌리지,233000589,36174.0,SK매직.우림그린빌리지,233000589.0,37.2247833,126.97205,경기도 화성시,4116679.0
37385,191210,241488006,31-2,58,평생플러스빌,233000588,36183.0,평생플러스빌,233000588.0,37.2224833,126.97365,경기도 화성시,4116677.0
37387,191212,241488006,31-2,60,임광그대가3단지,233002043,55041.0,임광그대가3단지,233002043.0,37.2172167,126.96926670000002,경기도 화성시,4107839.0
37389,191214,241488006,31-2,62,주공5단지,233002566,55449.0,주공5단지,233002566.0,37.2149833,126.9635167,경기도 화성시,4170421.0
37390,191215,241488006,31-2,63,동화초.동화휴먼시아3단지,233000951,36728.0,동화초.동화휴먼시아3단지,233000951.0,37.2158333,126.9621,경기도 화성시,4170829.0
37391,191216,241488006,31-2,64,동화휴먼시아2단지,233001615,37679.0,동화휴먼시아2단지,233001615.0,37.2175833,126.9600833,경기도 화성시,4199072.0
37392,191217,241488006,31-2,65,동화마을1단지.화성고용센터,233001616,37680.0,동화마을1단지.화성고용센터,233001616.0,37.2177333,126.9585833,경기도 화성시,4199073.0
37393,191218,241488006,31-2,66,동화휴먼시아1단지.상봉초등학교,233002085,55062.0,동화휴먼시아1단지.상봉초등학교,233002085.0,37.2177,126.95645,경기도 화성시,4170498.0
37394,191219,241488006,31-2,67,상봉초등학교,233001660,37763.0,상봉초등학교,233001660.0,37.21835,126.95381670000002,경기도 화성시,4131032.0
37395,191220,241488006,31-2,68,동문아파트.협성대학교.봉담중고교,233001617,37681.0,동문아파트.협성대학교.봉담중고교,233001617.0,37.2174167,126.9524,경기도 화성시,4199074.0
37398,191223,241488006,31-2,71,수원신학교,233000567,36752.0,수원신학교,233000567.0,37.2030333,126.9642833,경기도 화성시,4170241.0
37399,191224,241488006,31-2,72,보통리입구,233000915,36156.0,보통리입구,233000915.0,37.1985667,126.96935,경기도 화성시,4130148.0
37401,191226,241488006,31-2,74,아랫말.수기리,233000566,36200.0,아랫말.수기리,233000566.0,37.19911670000001,126.97808329999998,경기도 화성시,4130146.0
37402,191227,241488006,31-2,75,수기리,233000565,36214.0,수기리,233000565.0,37.1998333,126.97985,경기도 화성시,4130144.0
37403,191228,241488006,31-2,76,남산공단입구,233000607,36246.0,남산공단입구,233000607.0,37.1989833,126.9843,경기도 화성시,4116665.0
37404,191229,241488006,31-2,77,편의점,233002535,55448.0,편의점,233002535.0,37.1966833,126.9818,경기도 화성시,4116661.0
37405,191230,241488006,31-2,78,수원과학대학,233000912,36213.0,수원과학대학,233000912.0,37.1932,126.9796833,경기도 화성시,4116663.0
37431,191355,241489008,9-1,11,장지천,233002366,55243.0,장지천,233002366.0,37.1615333,127.08696670000002,경기도 화성시,4170298.0
37432,191356,241489008,9-1,12,DM디스플레이,233002115,55091.0,DM디스플레이,233002115.0,37.16415,127.08765,경기도 화성시,4170283.0
37433,191357,241489008,9-1,13,산척리,233002113,55089.0,산척리,233002113.0,37.1690833,127.08948329999998,경기도 화성시,4170281.0
37436,191360,241489008,9-1,16,나래학교,233000162,36493.0,나래학교.LH65블럭.하우스디더레이크,233000162.0,37.1758833,127.10565,경기도 화성시,4120454.0
37437,191361,241489008,9-1,17,반도유보라,233003048,55411.0,반도유보라,233003048.0,37.1812167,127.10495,경기도 화성시,4121994.0
37438,191362,241489008,9-1,18,금강.센트럴힐즈,233000124,55400.0,금강.센트럴힐즈,233000124.0,37.1814667,127.1090167,경기도 화성시,4121997.0
37440,191364,241489008,9-1,20,호반베르디움3차,233000126,55402.0,호반베르디움3차,233000126.0,37.17945,127.1145667,경기도 화성시,4121999.0
37441,191365,241489008,9-1,21,호반3차.창의고,233002373,55444.0,호반3차.신리고,233002373.0,37.1796333,127.1188333,경기도 화성시,4170522.0
37454,191378,241489008,9-1,34,호반3차.창의고,233002006,55445.0,호반3차.신리고,233002006.0,37.1797833,127.11893329999998,경기도 화성시,4102833.0
37455,191379,241489008,9-1,35,호반베르디움3차,233000125,55401.0,호반베르디움3차,233000125.0,37.1795667,127.11423329999998,경기도 화성시,4121998.0
37457,191381,241489008,9-1,37,센트럴힐즈.금강,233000120,36409.0,센트럴힐즈.금강,233000120.0,37.1815167,127.1095167,경기도 화성시,4121996.0
37458,191382,241489008,9-1,38,반도유보라,233003049,55412.0,반도유보라,233003049.0,37.1813,127.1051833,경기도 화성시,4121995.0
37459,191383,241489008,9-1,39,반도3.금강,233000996,36488.0,반도3.금강,233000996.0,37.1802,127.1032333,경기도 화성시,4120437.0
37460,191384,241489008,9-1,40,레이크빌.하우스디더레이크,233000997,36494.0,LH65블럭.하우스디더레이크.나래학교,233000997.0,37.1760167,127.1051833,경기도 화성시,4120453.0
37463,191387,241489008,9-1,43,산척리,233002114,55090.0,산척리,233002114.0,37.171,127.09,경기도 화성시,4170282.0
37464,191388,241489008,9-1,44,DM디스플레이,233002116,55092.0,DM디스플레이,233002116.0,37.1656167,127.08775,경기도 화성시,4170270.0
37465,191389,241489008,9-1,45,장지천,233002365,55242.0,장지천,233002365.0,37.16315,127.087,경기도 화성시,4170332.0
37473,191397,241491002,35-1,1,수원과학대학,233000913,36212.0,수원과학대학,233000913.0,37.1932167,126.9798,경기도 화성시,4116664.0
37475,191399,241491002,35-1,3,남산공단입구,233000610,36249.0,남산공단입구,233000610.0,37.1992333,126.9844833,경기도 화성시,4116666.0
37476,191400,241491002,35-1,4,그린피아호텔,233000609,36229.0,그린피아호텔,233000609.0,37.2035167,126.98285,경기도 화성시,4116668.0
37477,191401,241491002,35-1,5,안녕3통입구,233002396,55271.0,안녕3통입구,233002396.0,37.2051,126.9851,경기도 화성시,4115417.0
37478,191402,241491002,35-1,6,융건릉,233001234,36265.0,융건릉,233001234.0,37.20765,126.98888329999998,경기도 화성시,4130139.0
37479,191403,241491002,35-1,7,용주사,233000584,36289.0,용주사,233000584.0,37.2105833,127.00521670000002,경기도 화성시,4116688.0
37480,191404,241491002,35-1,8,우남블루존.원광병원,233000583,36302.0,우남블루존아파트,233000583.0,37.2096667,127.0092,경기도 화성시,4116689.0
37481,191405,241491002,35-1,9,남수원현대아파트,233000582,36308.0,남수원현대아파트,233000582.0,37.2071,127.0106,경기도 화성시,4116690.0
37482,191406,241491002,35-1,10,안녕농협삼거리,233000581,36314.0,안녕농협삼거리,233000581.0,37.2052167,127.0147,경기도 화성시,4116691.0
37483,191407,241491002,35-1,11,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37484,191408,241491002,35-1,12,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37485,191409,241491002,35-1,13,진안5통.병점육교,233000696,36336.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,경기도 화성시,4116694.0
37486,191410,241491002,35-1,14,병점역후문,233000695,36338.0,병점역후문,233000695.0,37.2069,127.03163329999998,경기도 화성시,4116695.0
37487,191411,241491002,35-1,15,유엔아이,233001921,37933.0,유엔아이,233001921.0,37.20325,127.0340833,경기도 화성시,4170339.0
37488,191412,241491002,35-1,16,한일타운아파트,233000097,36348.0,한일타운아파트,233000097.0,37.20025,127.03755,경기도 화성시,4116696.0
37490,191414,241491002,35-1,18,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37491,191415,241491002,35-1,19,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37492,191416,241491002,35-1,20,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37493,191417,241491002,35-1,21,한일타운아파트,233000098,36349.0,한일타운아파트,233000098.0,37.2003333,127.0377,경기도 화성시,4130130.0
37494,191418,241491002,35-1,22,유엔아이,233001920,37935.0,유엔아이,233001920.0,37.20385,127.03383329999998,경기도 화성시,4170340.0
37495,191419,241491002,35-1,23,병점역후문,233000701,36339.0,병점역후문,233000701.0,37.2068667,127.0318333,경기도 화성시,4130131.0
37496,191420,241491002,35-1,24,진안5통.병점육교,233000950,36337.0,진안5통.병점육교,233000950.0,37.2089833,127.03043329999998,경기도 화성시,4130132.0
37497,191421,241491002,35-1,25,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37498,191422,241491002,35-1,26,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37499,191423,241491002,35-1,27,안녕농협삼거리,233000604,36312.0,안녕농협삼거리,233000604.0,37.2053,127.01425,경기도 화성시,4130135.0
37500,191424,241491002,35-1,28,남수원현대아파트,233000603,36307.0,남수원현대아파트,233000603.0,37.2076667,127.0105167,경기도 화성시,4130136.0
37501,191425,241491002,35-1,29,우남블루존.원광병원,233000602,36301.0,우남블루존아파트,233000602.0,37.2098333,127.0092333,경기도 화성시,4117411.0
37502,191426,241491002,35-1,30,용주사,233000601,36288.0,용주사,233000601.0,37.2105167,127.0043,경기도 화성시,4130138.0
37503,191427,241491002,35-1,31,융건릉,233001560,36263.0,융건릉,233001560.0,37.2076,126.9887,경기도 화성시,4151730.0
37504,191428,241491002,35-1,32,안녕4통입구,233002395,55270.0,안녕4통입구,233002395.0,37.2054,126.98541670000002,경기도 화성시,4115416.0
37505,191429,241491002,35-1,33,그린피아호텔,233000608,36228.0,그린피아호텔,233000608.0,37.2034333,126.98278329999998,경기도 화성시,4116667.0
37506,191430,241491002,35-1,34,남산공단입구,233000607,36246.0,남산공단입구,233000607.0,37.1989833,126.9843,경기도 화성시,4116665.0
37507,191431,241491002,35-1,35,편의점,233002535,55448.0,편의점,233002535.0,37.1966833,126.9818,경기도 화성시,4116661.0
37508,191432,241491002,35-1,36,수원과학대학,233000912,36213.0,수원과학대학,233000912.0,37.1932,126.9796833,경기도 화성시,4116663.0
37515,191439,241491003,66A,7,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37516,191440,241491003,66A,8,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37517,191441,241491003,66A,9,황계동,233000700,36322.0,황계동,233000700.0,37.2182667,127.01965,경기도 화성시,4117313.0
37518,191442,241491003,66A,10,황계동입구,233000699,36323.0,황계동입구,233000699.0,37.2242833,127.0197,경기도 화성시,9117314.0
37519,191443,241491003,66A,11,황계동,233000697,36321.0,황계동,233000697.0,37.21795,127.0195833,경기도 화성시,4117312.0
37520,191444,241491003,66A,12,진안5통.병점육교,233000696,36336.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,경기도 화성시,4116694.0
37521,191445,241491003,66A,13,병점역후문,233000695,36338.0,병점역후문,233000695.0,37.2069,127.03163329999998,경기도 화성시,4116695.0
37522,191446,241491003,66A,14,유엔아이,233001921,37933.0,유엔아이,233001921.0,37.20325,127.0340833,경기도 화성시,4170339.0
37523,191447,241491003,66A,15,한일타운아파트,233000097,36348.0,한일타운아파트,233000097.0,37.20025,127.03755,경기도 화성시,4116696.0
37524,191448,241491003,66A,16,우남퍼스트빌3차아파트,233000099,36359.0,우남퍼스트빌3차아파트,233000099.0,37.1980167,127.0412833,경기도 화성시,4117311.0
37525,191449,241491003,66A,17,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37526,191450,241491003,66A,18,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37527,191451,241491003,66A,19,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37528,191452,241491003,66A,20,우남퍼스트빌3차아파트,233000949,36358.0,우남퍼스트빌3차아파트,233000949.0,37.1984333,127.04143329999998,경기도 화성시,4117410.0
37529,191453,241491003,66A,21,한일타운아파트,233000098,36349.0,한일타운아파트,233000098.0,37.2003333,127.0377,경기도 화성시,4130130.0
37530,191454,241491003,66A,22,유엔아이,233001920,37935.0,유엔아이,233001920.0,37.20385,127.03383329999998,경기도 화성시,4170340.0
37531,191455,241491003,66A,23,병점역후문,233000701,36339.0,병점역후문,233000701.0,37.2068667,127.0318333,경기도 화성시,4130131.0
37532,191456,241491003,66A,24,진안5통.병점육교,233000950,36337.0,진안5통.병점육교,233000950.0,37.2089833,127.03043329999998,경기도 화성시,4130132.0
37533,191457,241491003,66A,25,황계동,233000700,36322.0,황계동,233000700.0,37.2182667,127.01965,경기도 화성시,4117313.0
37534,191458,241491003,66A,26,황계동입구,233000699,36323.0,황계동입구,233000699.0,37.2242833,127.0197,경기도 화성시,9117314.0
37535,191459,241491003,66A,27,황계동,233000697,36321.0,황계동,233000697.0,37.21795,127.0195833,경기도 화성시,4117312.0
37536,191460,241491003,66A,28,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37537,191461,241491003,66A,29,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37548,191472,241491004,35-2,8,수원대학교,233000575,36210.0,수원대학교,233000575.0,37.2138333,126.9797667,경기도 화성시,4117231.0
37549,191473,241491004,35-2,9,안녕4통,233002233,55121.0,안녕4통,233002233.0,37.2123,126.9829,경기도 화성시,4117346.0
37550,191474,241491004,35-2,10,융건릉.용주사입구,233001840,36996.0,융건릉.용주사입구,233001840.0,37.2067167,126.9891667,경기도 화성시,4130140.0
37553,191477,241491004,35-2,13,신한미지엔아파트앞,233000645,36304.0,신한미지엔아파트앞,233000645.0,37.1999167,127.0086,경기도 화성시,4117367.0
37554,191478,241491004,35-2,14,북촌말입구,233000644,36311.0,북촌말입구,233000644.0,37.2026833,127.0136,경기도 화성시,4117365.0
37555,191479,241491004,35-2,15,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37556,191480,241491004,35-2,16,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37557,191481,241491004,35-2,17,진안5통.병점육교,233000696,36336.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,경기도 화성시,4116694.0
37558,191482,241491004,35-2,18,병점역후문,233000695,36338.0,병점역후문,233000695.0,37.2069,127.03163329999998,경기도 화성시,4116695.0
37559,191483,241491004,35-2,19,유엔아이,233001921,37933.0,유엔아이,233001921.0,37.20325,127.0340833,경기도 화성시,4170339.0
37560,191484,241491004,35-2,20,한일타운아파트,233000097,36348.0,한일타운아파트,233000097.0,37.20025,127.03755,경기도 화성시,4116696.0
37562,191486,241491004,35-2,22,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37563,191487,241491004,35-2,23,동부출장소.병점초등학교,233000708,36342.0,동부출장소.병점초등학교,233000708.0,37.2088,127.0344333,경기도 화성시,4100051.0
37564,191488,241491004,35-2,24,병점화남아파트,233000641,36347.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,경기도 화성시,4108007.0
37565,191489,241491004,35-2,25,진안동,233000640,36355.0,진안동,233000640.0,37.2133667,127.04065,경기도 화성시,4130128.0
37566,191490,241491004,35-2,26,롯데시네마,233002403,55291.0,롯데시네마,233002403.0,37.21425,127.0426333,경기도 화성시,4120750.0
37568,191492,241491004,35-2,28,안화초교.주공8.9단지,233000072,36373.0,안화초교.주공8.9단지,233000072.0,37.2132,127.0459,경기도 화성시,4108015.0
37569,191493,241491004,35-2,29,안화고등학교,233002393,55280.0,안화고등학교,233002393.0,37.2115,127.0472,경기도 화성시,4116268.0
37570,191494,241491004,35-2,30,주공5단지,233001685,37746.0,주공5단지,233001685.0,37.2099833,127.04775,경기도 화성시,4108014.0
37571,191495,241491004,35-2,31,주공4단지,233001686,37710.0,주공4단지,233001686.0,37.2084167,127.04456670000002,경기도 화성시,4170922.0
37572,191496,241491004,35-2,32,우남퍼스트빌,233000080,36366.0,우남퍼스트빌,233000080.0,37.2076167,127.0429333,경기도 화성시,4108011.0
37573,191497,241491004,35-2,33,주공1.2단지,233000079,36356.0,주공1.2단지,233000079.0,37.2081,127.04106670000002,경기도 화성시,4108009.0
37574,191498,241491004,35-2,34,신한에스빌아파트,233000062,37352.0,신한에스빌아파트,233000062.0,37.2088167,127.0387833,경기도 화성시,4195534.0
37575,191499,241491004,35-2,35,동부출장소앞,233000676,36756.0,동부출장소앞,233000676.0,37.2080833,127.0361333,경기도 화성시,4170258.0
37576,191500,241491004,35-2,36,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37577,191501,241491004,35-2,37,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37578,191502,241491004,35-2,38,한일타운아파트,233000098,36349.0,한일타운아파트,233000098.0,37.2003333,127.0377,경기도 화성시,4130130.0
37579,191503,241491004,35-2,39,유엔아이,233001920,37935.0,유엔아이,233001920.0,37.20385,127.03383329999998,경기도 화성시,4170340.0
37580,191504,241491004,35-2,40,병점역후문,233000701,36339.0,병점역후문,233000701.0,37.2068667,127.0318333,경기도 화성시,4130131.0
37581,191505,241491004,35-2,41,진안5통.병점육교,233000950,36337.0,진안5통.병점육교,233000950.0,37.2089833,127.03043329999998,경기도 화성시,4130132.0
37582,191506,241491004,35-2,42,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37583,191507,241491004,35-2,43,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37584,191508,241491004,35-2,44,안녕동,233000668,36313.0,안녕동,233000668.0,37.2037,127.01425,경기도 화성시,4117364.0
37585,191509,241491004,35-2,45,신한미지엔아파트앞,233000667,36305.0,신한미지엔아파트앞,233000667.0,37.20035,127.00915,경기도 화성시,4117366.0
37588,191512,241491004,35-2,48,중외제약사거리,233001843,36999.0,중외제약사거리,233001843.0,37.2021667,127.0019833,경기도 화성시,4199720.0
37589,191513,241491004,35-2,49,융건릉.용주사입구,233001841,36997.0,융건릉.용주사입구,233001841.0,37.2069333,126.98925,경기도 화성시,4199718.0
37590,191514,241491004,35-2,50,안녕4통,233002234,55122.0,안녕4통,233002234.0,37.2126333,126.98278329999998,경기도 화성시,4117345.0
37591,191515,241491004,35-2,51,수원대학교,233000576,36204.0,수원대학교,233000576.0,37.2141667,126.97915,경기도 화성시,4116671.0
37604,191528,241491005,66,6,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37605,191529,241491005,66,7,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37606,191530,241491005,66,8,진안5통.병점육교,233000696,36336.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,경기도 화성시,4116694.0
37607,191531,241491005,66,9,병점역후문,233000695,36338.0,병점역후문,233000695.0,37.2069,127.03163329999998,경기도 화성시,4116695.0
37608,191532,241491005,66,10,유엔아이,233001921,37933.0,유엔아이,233001921.0,37.20325,127.0340833,경기도 화성시,4170339.0
37609,191533,241491005,66,11,한일타운아파트,233000097,36348.0,한일타운아파트,233000097.0,37.20025,127.03755,경기도 화성시,4116696.0
37610,191534,241491005,66,12,우남퍼스트빌3차아파트,233000099,36359.0,우남퍼스트빌3차아파트,233000099.0,37.1980167,127.0412833,경기도 화성시,4117311.0
37611,191535,241491005,66,13,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37612,191536,241491005,66,14,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37613,191537,241491005,66,15,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37614,191538,241491005,66,16,우남퍼스트빌3차아파트,233000949,36358.0,우남퍼스트빌3차아파트,233000949.0,37.1984333,127.04143329999998,경기도 화성시,4117410.0
37615,191539,241491005,66,17,한일타운아파트,233000098,36349.0,한일타운아파트,233000098.0,37.2003333,127.0377,경기도 화성시,4130130.0
37616,191540,241491005,66,18,유엔아이,233001920,37935.0,유엔아이,233001920.0,37.20385,127.03383329999998,경기도 화성시,4170340.0
37617,191541,241491005,66,19,병점역후문,233000701,36339.0,병점역후문,233000701.0,37.2068667,127.0318333,경기도 화성시,4130131.0
37618,191542,241491005,66,20,진안5통.병점육교,233000950,36337.0,진안5통.병점육교,233000950.0,37.2089833,127.03043329999998,경기도 화성시,4130132.0
37619,191543,241491005,66,21,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37620,191544,241491005,66,22,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37632,191556,241491008,38,8,와우농협앞,233000942,36187.0,와우농협앞,233000942.0,37.2179833,126.97445,경기도 화성시,4116675.0
37633,191557,241491008,38,9,와우2리,233000944,36193.0,와우2리,233000944.0,37.2159,126.9761833,경기도 화성시,4116673.0
37634,191558,241491008,38,10,수원대학교,233000575,36210.0,수원대학교,233000575.0,37.2138333,126.9797667,경기도 화성시,4117231.0
37635,191559,241491008,38,11,안녕4통,233002233,55121.0,안녕4통,233002233.0,37.2123,126.9829,경기도 화성시,4117346.0
37636,191560,241491008,38,12,융건릉.용주사입구,233001840,36996.0,융건릉.용주사입구,233001840.0,37.2067167,126.9891667,경기도 화성시,4130140.0
37639,191563,241491008,38,15,신한미지엔아파트앞,233000645,36304.0,신한미지엔아파트앞,233000645.0,37.1999167,127.0086,경기도 화성시,4117367.0
37640,191564,241491008,38,16,북촌말입구,233000644,36311.0,북촌말입구,233000644.0,37.2026833,127.0136,경기도 화성시,4117365.0
37641,191565,241491008,38,17,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37642,191566,241491008,38,18,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37643,191567,241491008,38,19,병점화남아파트,233000641,36347.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,경기도 화성시,4108007.0
37644,191568,241491008,38,20,진안동,233000640,36355.0,진안동,233000640.0,37.2133667,127.04065,경기도 화성시,4130128.0
37645,191569,241491008,38,21,롯데시네마,233002403,55291.0,롯데시네마,233002403.0,37.21425,127.0426333,경기도 화성시,4120750.0
37647,191571,241491008,38,23,안화초교.주공8.9단지,233000072,36373.0,안화초교.주공8.9단지,233000072.0,37.2132,127.0459,경기도 화성시,4108015.0
37648,191572,241491008,38,24,안화고등학교,233002393,55280.0,안화고등학교,233002393.0,37.2115,127.0472,경기도 화성시,4116268.0
